Sample,I,Q
45078,-1688,7112
45079,-1676,7148
45080,-1648,7120
45081,-1672,7128
45082,-1668,7132
45083,-1644,7100
45084,-1688,7132
45085,-1688,7100
45086,-1672,7112
45087,-1696,7128
45088,-1684,7100
45089,-1728,7108
45090,-1704,7088
45091,-1696,7128
45092,-1720,7100
45093,-1684,7108
45094,-1732,7108
45095,-1688,7088
45096,-1692,7112
45097,-1704,7124
45098,-1680,7100
45099,-1700,7128
45100,-1688,7112
45101,-1648,7112
45102,-1652,7140
45103,-1668,7112
45104,-1708,7120
45105,-1664,7132
45106,-1664,7116
45107,-1680,7116
45108,-1628,7124
45109,-1680,7136
45110,-1632,7144
45111,-1684,7100
45112,-1680,7124
45113,-1676,7104
45114,-1688,7104
45115,-1712,7104
45116,-1732,7104
45117,-1688,7096
45118,-1716,7088
45119,-1716,7096
45120,-1732,7100
45121,-1700,7096
45122,-1704,7096
45123,-1728,7096
45124,-1732,7088
45125,-1744,7100
45126,-1736,7088
45127,-1712,7080
45128,-1764,7088
45129,-1740,7096
45130,-1736,7072
45131,-1740,7108
45132,-1732,7092
45133,-1736,7092
45134,-1704,7108
45135,-1732,7096
45136,-1708,7100
45137,-1704,7088
45138,-1720,7112
45139,-1736,7088
45140,-1732,7084
45141,-1720,7084
45142,-1728,7104
45143,-1704,7100
45144,-1752,7096
45145,-1716,7120
45146,-1732,7092
45147,-1752,7084
45148,-1716,7116
45149,-1764,7076
45150,-1764,7084
45151,-1756,7084
45152,-1756,7092
45153,-1720,7096
45154,-1752,7092
45155,-1768,7100
45156,-1736,7080
45157,-1788,7076
45158,-1736,7080
45159,-1780,7092
45160,-1764,7080
45161,-1748,7076
45162,-1804,7056
45163,-1764,7068
45164,-1812,7056
45165,-1776,7084
45166,-1804,7060
45167,-1804,7076
45168,-1824,7072
45169,-1804,7068
45170,-1828,7060
45171,-1828,7040
45172,-1788,7080
45173,-1840,7036
45174,-1784,7072
45175,-1796,7068
45176,-1804,7032
45177,-1800,7080
45178,-1796,7060
45179,-1812,7048
45180,-1796,7056
45181,-1804,7048
45182,-1788,7076
45183,-1792,7036
45184,-1812,7088
45185,-1820,7064
45186,-1828,7020
45187,-1832,7076
45188,-1828,7040
45189,-1816,7068
45190,-1844,7036
45191,-1792,7052
45192,-1820,7052
45193,-1840,7048
45194,-1828,7076
45195,-1864,7024
45196,-1832,7084
45197,-1852,7040
45198,-1844,7016
45199,-1864,7060
45200,-1856,7040
45201,-1840,7036
45202,-1888,7040
45203,-1868,7028
45204,-1888,7028
45205,-1880,7028
45206,-1908,7028
45207,-1888,6988
45208,-1932,7028
45209,-1892,7016
45210,-1908,6996
45211,-1912,7032
45212,-1912,7012
45213,-1932,7020
45214,-1932,7024
45215,-1964,6980
45216,-1904,7024
45217,-1932,7028
45218,-1924,6976
45219,-1940,7036
45220,-1916,6996
45221,-1952,7004
45222,-1932,7024
45223,-1924,6996
45224,-1924,7024
45225,-1936,7004
45226,-1964,6980
45227,-1952,7012
45228,-1980,6992
45229,-1968,6996
45230,-1964,6992
45231,-1984,6984
45232,-1988,6976
45233,-2004,7000
45234,-2028,6960
45235,-2004,6968
45236,-2040,6988
45237,-2000,6936
45238,-2048,6984
45239,-2024,6956
45240,-2040,6960
45241,-2072,6960
45242,-2072,6952
45243,-2080,6968
45244,-2064,6936
45245,-2088,6948
45246,-2088,6936
45247,-2084,6952
45248,-2088,6936
45249,-2092,6956
45250,-2056,6948
45251,-2092,6948
45252,-2100,6932
45253,-2112,6928
45254,-2124,6928
45255,-2136,6896
45256,-2140,6924
45257,-2124,6928
45258,-2160,6932
45259,-2148,6900
45260,-2160,6904
45261,-2160,6908
45262,-2192,6896
45263,-2188,6908
45264,-2204,6888
45265,-2200,6880
45266,-2200,6892
45267,-2204,6888
45268,-2204,6884
45269,-2240,6884
45270,-2192,6880
45271,-2232,6868
45272,-2252,6868
45273,-2240,6900
45274,-2240,6856
45275,-2236,6888
45276,-2272,6860
45277,-2260,6892
45278,-2288,6880
45279,-2256,6844
45280,-2284,6880
45281,-2272,6848
45282,-2276,6872
45283,-2284,6876
45284,-2260,6864
45285,-2276,6880
45286,-2224,6876
45287,-2284,6856
45288,-2236,6884
45289,-2256,6856
45290,-2252,6880
45291,-2212,6888
45292,-2264,6868
45293,-2236,6880
45294,-2240,6872
45295,-2228,6868
45296,-2220,6864
45297,-2248,6884
45298,-2224,6896
45299,-2260,6852
45300,-2260,6872
45301,-2248,6888
45302,-2268,6856
45303,-2264,6900
45304,-2296,6844
45305,-2264,6832
45306,-2284,6884
45307,-2284,6836
45308,-2300,6836
45309,-2316,6856
45310,-2292,6832
45311,-2316,6828
45312,-2300,6840
45313,-2288,6868
45314,-2356,6772
45315,-2304,6852
45316,-2352,6820
45317,-2348,6788
45318,-2332,6868
45319,-2376,6788
45320,-2348,6808
45321,-2372,6820
45322,-2340,6828
45323,-2400,6800
45324,-2392,6796
45325,-2392,6808
45326,-2396,6804
45327,-2380,6808
45328,-2404,6796
45329,-2392,6804
45330,-2440,6792
45331,-2420,6800
45332,-2420,6784
45333,-2432,6800
45334,-2444,6800
45335,-2456,6764
45336,-2472,6768
45337,-2476,6788
45338,-2452,6760
45339,-2504,6756
45340,-2496,6776
45341,-2512,6736
45342,-2532,6752
45343,-2524,6728
45344,-2552,6744
45345,-2508,6736
45346,-2548,6748
45347,-2564,6712
45348,-2536,6724
45349,-2568,6736
45350,-2592,6700
45351,-2600,6728
45352,-2604,6688
45353,-2628,6704
45354,-2604,6692
45355,-2616,6700
45356,-2608,6704
45357,-2632,6700
45358,-2624,6680
45359,-2660,6688
45360,-2652,6664
45361,-2656,6668
45362,-2676,6708
45363,-2644,6632
45364,-2640,6700
45365,-2664,6668
45366,-2660,6668
45367,-2676,6668
45368,-2700,6640
45369,-2644,6680
45370,-2680,6652
45371,-2628,6672
45372,-2672,6684
45373,-2672,6660
45374,-2676,6644
45375,-2708,6692
45376,-2676,6652
45377,-2692,6668
45378,-2692,6660
45379,-2696,6648
45380,-2712,6668
45381,-2712,6652
45382,-2676,6676
45383,-2696,6648
45384,-2656,6680
45385,-2680,6660
45386,-2640,6696
45387,-2684,6664
45388,-2672,6680
45389,-2656,6660
45390,-2716,6644
45391,-2696,6656
45392,-2728,6632
45393,-2696,6664
45394,-2744,6624
45395,-2756,6644
45396,-2764,6628
45397,-2760,6640
45398,-2760,6632
45399,-2748,6616
45400,-2744,6656
45401,-2772,6604
45402,-2752,6636
45403,-2800,6628
45404,-2784,6608
45405,-2772,6640
45406,-2784,6596
45407,-2764,6616
45408,-2776,6620
45409,-2780,6600
45410,-2748,6616
45411,-2788,6632
45412,-2780,6600
45413,-2776,6628
45414,-2800,6592
45415,-2768,6632
45416,-2808,6616
45417,-2780,6580
45418,-2780,6644
45419,-2792,6576
45420,-2756,6636
45421,-2796,6604
45422,-2776,6612
45423,-2792,6636
45424,-2772,6604
45425,-2788,6624
45426,-2788,6608
45427,-2780,6620
45428,-2796,6636
45429,-2764,6596
45430,-2796,6640
45431,-2748,6632
45432,-2788,6608
45433,-2792,6624
45434,-2776,6636
45435,-2780,6580
45436,-2784,6636
45437,-2792,6580
45438,-2788,6604
45439,-2800,6628
45440,-2784,6576
45441,-2788,6624
45442,-2808,6588
45443,-2780,6628
45444,-2784,6612
45445,-2780,6632
45446,-2784,6612
45447,-2796,6624
45448,-2776,6608
45449,-2780,6600
45450,-2764,6612
45451,-2788,6588
45452,-2772,6616
45453,-2752,6612
45454,-2800,6612
45455,-2756,6604
45456,-2800,6616
45457,-2784,6604
45458,-2772,6612
45459,-2836,6604
45460,-2772,6596
45461,-2824,6588
45462,-2812,6588
45463,-2840,6592
45464,-2844,6576
45465,-2836,6612
45466,-2864,6564
45467,-2844,6600
45468,-2852,6592
45469,-2860,6540
45470,-2892,6592
45471,-2900,6572
45472,-2932,6516
45473,-2924,6572
45474,-2944,6508
45475,-2928,6548
45476,-2952,6544
45477,-2964,6532
45478,-2940,6532
45479,-2980,6520
45480,-2972,6536
45481,-2956,6496
45482,-2976,6532
45483,-2972,6500
45484,-2964,6536
45485,-3004,6488
45486,-2980,6500
45487,-3024,6508
45488,-3016,6496
45489,-3020,6476
45490,-2996,6504
45491,-3000,6492
45492,-3032,6484
45493,-2992,6520
45494,-3028,6476
45495,-3016,6520
45496,-2984,6484
45497,-3004,6496
45498,-3004,6516
45499,-2996,6484
45500,-3016,6496
45501,-2996,6520
45502,-3000,6512
45503,-2992,6488
45504,-2968,6532
45505,-3020,6476
45506,-2988,6524
45507,-2988,6492
45508,-2988,6508
45509,-2992,6504
45510,-2972,6512
45511,-2964,6548
45512,-2980,6504
45513,-2972,6532
45514,-2960,6516
45515,-2944,6540
45516,-2968,6524
45517,-2924,6520
45518,-2952,6536
45519,-2956,6528
45520,-2980,6524
45521,-2960,6508
45522,-2980,6512
45523,-2996,6528
45524,-2960,6492
45525,-2988,6532
45526,-2976,6488
45527,-2964,6536
45528,-2952,6516
45529,-2956,6516
45530,-2956,6536
45531,-2948,6504
45532,-2948,6552
45533,-2944,6492
45534,-2988,6544
45535,-2948,6488
45536,-2960,6548
45537,-2996,6516
45538,-2928,6512
45539,-2972,6536
45540,-2948,6508
45541,-2968,6520
45542,-2996,6484
45543,-2956,6556
45544,-2980,6516
45545,-2972,6496
45546,-2988,6528
45547,-2984,6496
45548,-2988,6484
45549,-3032,6496
45550,-3032,6468
45551,-3052,6476
45552,-3052,6472
45553,-3080,6444
45554,-3080,6476
45555,-3100,6436
45556,-3128,6432
45557,-3124,6452
45558,-3156,6408
45559,-3144,6444
45560,-3176,6412
45561,-3148,6420
45562,-3168,6416
45563,-3196,6400
45564,-3164,6404
45565,-3200,6400
45566,-3184,6404
45567,-3200,6392
45568,-3196,6412
45569,-3216,6384
45570,-3220,6404
45571,-3224,6364
45572,-3244,6400
45573,-3240,6368
45574,-3264,6376
45575,-3236,6372
45576,-3288,6348
45577,-3256,6388
45578,-3260,6332
45579,-3264,6384
45580,-3252,6364
45581,-3292,6344
45582,-3280,6368
45583,-3284,6368
45584,-3284,6352
45585,-3304,6348
45586,-3300,6360
45587,-3316,6348
45588,-3344,6316
45589,-3344,6324
45590,-3340,6316
45591,-3344,6336
45592,-3336,6308
45593,-3372,6356
45594,-3372,6284
45595,-3384,6292
45596,-3404,6324
45597,-3392,6252
45598,-3448,6328
45599,-3408,6268
45600,-3420,6272
45601,-3480,6268
45602,-3452,6252
45603,-3464,6248
45604,-3496,6252
45605,-3492,6256
45606,-3492,6204
45607,-3516,6236
45608,-3516,6248
45609,-3492,6232
45610,-3500,6244
45611,-3512,6248
45612,-3484,6228
45613,-3508,6260
45614,-3496,6232
45615,-3536,6212
45616,-3520,6236
45617,-3516,6236
45618,-3520,6208
45619,-3524,6236
45620,-3572,6208
45621,-3512,6212
45622,-3540,6228
45623,-3536,6212
45624,-3572,6188
45625,-3532,6220
45626,-3540,6208
45627,-3564,6188
45628,-3536,6240
45629,-3544,6208
45630,-3572,6196
45631,-3544,6208
45632,-3556,6216
45633,-3568,6196
45634,-3560,6224
45635,-3600,6172
45636,-3552,6196
45637,-3580,6192
45638,-3576,6176
45639,-3576,6232
45640,-3592,6172
45641,-3600,6208
45642,-3596,6192
45643,-3616,6152
45644,-3616,6208
45645,-3584,6168
45646,-3616,6176
45647,-3612,6196
45648,-3604,6152
45649,-3620,6188
45650,-3596,6156
45651,-3584,6204
45652,-3612,6188
45653,-3616,6156
45654,-3604,6204
45655,-3596,6196
45656,-3604,6176
45657,-3592,6200
45658,-3588,6200
45659,-3584,6196
45660,-3560,6220
45661,-3588,6196
45662,-3572,6208
45663,-3580,6184
45664,-3572,6244
45665,-3548,6176
45666,-3564,6224
45667,-3544,6208
45668,-3560,6200
45669,-3552,6236
45670,-3524,6188
45671,-3524,6224
45672,-3540,6232
45673,-3536,6232
45674,-3540,6212
45675,-3520,6244
45676,-3536,6200
45677,-3552,6208
45678,-3524,6228
45679,-3544,6200
45680,-3520,6256
45681,-3540,6212
45682,-3536,6208
45683,-3540,6240
45684,-3516,6196
45685,-3516,6236
45686,-3540,6212
45687,-3540,6216
45688,-3548,6236
45689,-3564,6208
45690,-3580,6224
45691,-3552,6184
45692,-3580,6216
45693,-3548,6208
45694,-3604,6224
45695,-3580,6172
45696,-3596,6196
45697,-3584,6208
45698,-3584,6140
45699,-3620,6220
45700,-3572,6172
45701,-3640,6168
45702,-3600,6192
45703,-3620,6172
45704,-3632,6176
45705,-3640,6156
45706,-3660,6168
45707,-3600,6168
45708,-3668,6160
45709,-3624,6172
45710,-3624,6148
45711,-3652,6180
45712,-3628,6180
45713,-3648,6136
45714,-3628,6176
45715,-3708,6152
45716,-3640,6140
45717,-3676,6144
45718,-3720,6140
45719,-3656,6152
45720,-3688,6124
45721,-3732,6144
45722,-3680,6132
45723,-3692,6136
45724,-3728,6132
45725,-3704,6096
45726,-3736,6136
45727,-3744,6084
45728,-3728,6092
45729,-3748,6128
45730,-3704,6064
45731,-3744,6140
45732,-3724,6100
45733,-3736,6076
45734,-3780,6128
45735,-3700,6092
45736,-3744,6104
45737,-3728,6116
45738,-3748,6116
45739,-3728,6104
45740,-3732,6108
45741,-3744,6124
45742,-3732,6072
45743,-3740,6152
45744,-3732,6100
45745,-3720,6080
45746,-3740,6164
45747,-3732,6040
45748,-3712,6136
45749,-3748,6112
45750,-3712,6096
45751,-3748,6148
45752,-3760,6088
45753,-3748,6096
45754,-3756,6120
45755,-3736,6084
45756,-3764,6104
45757,-3716,6140
45758,-3764,6040
45759,-3784,6156
45760,-3728,6100
45761,-3768,6076
45762,-3776,6136
45763,-3756,6088
45764,-3784,6096
45765,-3796,6072
45766,-3796,6092
45767,-3808,6056
45768,-3828,6068
45769,-3812,6084
45770,-3812,6064
45771,-3796,6084
45772,-3828,6060
45773,-3808,6084
45774,-3840,6060
45775,-3852,6028
45776,-3812,6080
45777,-3824,6060
45778,-3776,6048
45779,-3852,6072
45780,-3800,6068
45781,-3840,6036
45782,-3812,6088
45783,-3808,6064
45784,-3872,6036
45785,-3852,6052
45786,-3872,6024
45787,-3872,6028
45788,-3872,6036
45789,-3892,6028
45790,-3860,6044
45791,-3928,6020
45792,-3888,6036
45793,-3884,6036
45794,-3952,6024
45795,-3844,6028
45796,-3924,5992
45797,-3912,6012
45798,-3896,6004
45799,-3972,5992
45800,-3916,6000
45801,-3896,6012
45802,-3932,6024
45803,-3932,5960
45804,-3948,6012
45805,-3944,6008
45806,-3972,5960
45807,-3916,6020
45808,-3964,5984
45809,-3944,6004
45810,-3948,5972
45811,-3988,5988
45812,-3940,5960
45813,-4000,5980
45814,-3952,5984
45815,-4000,5956
45816,-3988,5988
45817,-3996,5936
45818,-4028,5968
45819,-4024,5952
45820,-4028,5928
45821,-4024,5952
45822,-4088,5920
45823,-4024,5908
45824,-4116,5936
45825,-4088,5900
45826,-4064,5892
45827,-4144,5900
45828,-4084,5872
45829,-4136,5880
45830,-4108,5920
45831,-4108,5884
45832,-4132,5888
45833,-4104,5892
45834,-4164,5884
45835,-4160,5872
45836,-4152,5876
45837,-4196,5872
45838,-4152,5840
45839,-4168,5868
45840,-4176,5888
45841,-4152,5848
45842,-4200,5864
45843,-4176,5856
45844,-4232,5848
45845,-4160,5856
45846,-4196,5824
45847,-4228,5884
45848,-4188,5788
45849,-4220,5844
45850,-4228,5856
45851,-4212,5780
45852,-4228,5844
45853,-4248,5812
45854,-4220,5820
45855,-4272,5788
45856,-4228,5828
45857,-4280,5788
45858,-4264,5812
45859,-4308,5792
45860,-4300,5740
45861,-4320,5832
45862,-4288,5764
45863,-4312,5772
45864,-4348,5788
45865,-4288,5764
45866,-4376,5760
45867,-4296,5800
45868,-4344,5760
45869,-4344,5760
45870,-4336,5780
45871,-4360,5716
45872,-4332,5796
45873,-4376,5732
45874,-4404,5728
45875,-4376,5764
45876,-4388,5692
45877,-4388,5768
45878,-4344,5720
45879,-4388,5728
45880,-4380,5768
45881,-4368,5688
45882,-4416,5748
45883,-4396,5744
45884,-4420,5672
45885,-4416,5740
45886,-4432,5700
45887,-4424,5680
45888,-4452,5728
45889,-4428,5692
45890,-4448,5696
45891,-4496,5704
45892,-4416,5644
45893,-4548,5688
45894,-4460,5668
45895,-4500,5644
45896,-4512,5676
45897,-4484,5668
45898,-4516,5652
45899,-4508,5664
45900,-4564,5604
45901,-4540,5652
45902,-4556,5624
45903,-4596,5608
45904,-4548,5624
45905,-4544,5616
45906,-4584,5636
45907,-4536,5604
45908,-4576,5652
45909,-4544,5604
45910,-4592,5648
45911,-4596,5596
45912,-4584,5604
45913,-4588,5628
45914,-4576,5560
45915,-4592,5640
45916,-4616,5600
45917,-4600,5596
45918,-4584,5628
45919,-4628,5576
45920,-4572,5640
45921,-4620,5588
45922,-4588,5588
45923,-4604,5628
45924,-4648,5552
45925,-4568,5616
45926,-4656,5592
45927,-4588,5576
45928,-4624,5616
45929,-4604,5580
45930,-4572,5620
45931,-4620,5584
45932,-4576,5592
45933,-4616,5624
45934,-4600,5572
45935,-4600,5636
45936,-4604,5560
45937,-4596,5612
45938,-4600,5596
45939,-4588,5596
45940,-4588,5620
45941,-4560,5608
45942,-4608,5612
45943,-4592,5600
45944,-4580,5604
45945,-4600,5608
45946,-4588,5600
45947,-4620,5584
45948,-4632,5596
45949,-4648,5564
45950,-4616,5572
45951,-4632,5628
45952,-4616,5568
45953,-4624,5568
45954,-4616,5628
45955,-4636,5536
45956,-4672,5596
45957,-4616,5556
45958,-4688,5560
45959,-4656,5580
45960,-4656,5552
45961,-4680,5568
45962,-4660,5512
45963,-4708,5564
45964,-4704,5536
45965,-4700,5536
45966,-4704,5536
45967,-4688,5536
45968,-4728,5540
45969,-4700,5520
45970,-4720,5524
45971,-4704,5528
45972,-4708,5504
45973,-4776,5516
45974,-4728,5492
45975,-4768,5524
45976,-4744,5524
45977,-4748,5472
45978,-4764,5524
45979,-4776,5472
45980,-4756,5508
45981,-4776,5488
45982,-4776,5480
45983,-4780,5480
45984,-4792,5472
45985,-4776,5484
45986,-4792,5472
45987,-4804,5460
45988,-4816,5468
45989,-4800,5472
45990,-4824,5428
45991,-4848,5452
45992,-4840,5444
45993,-4828,5452
45994,-4856,5460
45995,-4824,5448
45996,-4848,5472
45997,-4872,5432
45998,-4844,5432
45999,-4852,5452
46000,-4848,5420
46001,-4864,5460
46002,-4872,5412
46003,-4852,5440
46004,-4864,5452
46005,-4856,5428
46006,-4872,5448
46007,-4856,5404
46008,-4872,5456
46009,-4880,5420
46010,-4852,5448
46011,-4884,5432
46012,-4852,5416
46013,-4896,5436
46014,-4880,5424
46015,-4876,5440
46016,-4904,5416
46017,-4872,5416
46018,-4884,5428
46019,-4900,5440
46020,-4864,5388
46021,-4928,5424
46022,-4896,5420
46023,-4856,5404
46024,-4900,5420
46025,-4884,5416
46026,-4888,5436
46027,-4864,5428
46028,-4900,5428
46029,-4864,5432
46030,-4904,5424
46031,-4872,5420
46032,-4864,5424
46033,-4900,5404
46034,-4868,5440
46035,-4896,5432
46036,-4868,5420
46037,-4876,5412
46038,-4908,5416
46039,-4900,5404
46040,-4920,5404
46041,-4936,5396
46042,-4944,5372
46043,-4952,5392
46044,-4976,5344
46045,-4980,5368
46046,-4980,5380
46047,-4984,5344
46048,-4996,5348
46049,-5004,5352
46050,-5000,5356
46051,-5000,5364
46052,-5016,5348
46053,-5012,5332
46054,-5028,5336
46055,-5012,5344
46056,-5036,5312
46057,-5040,5332
46058,-5024,5328
46059,-5024,5328
46060,-5052,5328
46061,-5068,5296
46062,-5068,5312
46063,-5072,5296
46064,-5064,5292
46065,-5088,5320
46066,-5076,5292
46067,-5068,5320
46068,-5072,5304
46069,-5096,5256
46070,-5128,5300
46071,-5076,5280
46072,-5104,5280
46073,-5096,5288
46074,-5132,5244
46075,-5164,5240
46076,-5136,5264
46077,-5176,5232
46078,-5144,5232
46079,-5200,5220
46080,-5188,5232
46081,-5148,5240
46082,-5192,5236
46083,-5152,5248
46084,-5156,5232
46085,-5188,5240
46086,-5168,5248
46087,-5184,5224
46088,-5184,5232
46089,-5176,5244
46090,-5188,5212
46091,-5192,5208
46092,-5204,5236
46093,-5196,5204
46094,-5192,5212
46095,-5192,5244
46096,-5172,5216
46097,-5160,5220
46098,-5200,5240
46099,-5180,5220
46100,-5184,5232
46101,-5168,5224
46102,-5148,5232
46103,-5180,5252
46104,-5128,5224
46105,-5184,5228
46106,-5160,5232
46107,-5184,5212
46108,-5168,5248
46109,-5160,5228
46110,-5188,5232
46111,-5180,5224
46112,-5212,5220
46113,-5156,5224
46114,-5172,5244
46115,-5176,5244
46116,-5168,5212
46117,-5168,5240
46118,-5180,5208
46119,-5184,5240
46120,-5192,5196
46121,-5188,5244
46122,-5184,5224
46123,-5176,5224
46124,-5136,5248
46125,-5164,5216
46126,-5160,5252
46127,-5136,5232
46128,-5156,5268
46129,-5160,5236
46130,-5140,5264
46131,-5152,5248
46132,-5120,5276
46133,-5112,5264
46134,-5128,5268
46135,-5100,5284
46136,-5124,5264
46137,-5132,5264
46138,-5124,5236
46139,-5144,5264
46140,-5104,5272
46141,-5136,5260
46142,-5164,5236
46143,-5116,5244
46144,-5172,5228
46145,-5148,5240
46146,-5152,5240
46147,-5192,5252
46148,-5148,5200
46149,-5212,5228
46150,-5180,5204
46151,-5180,5208
46152,-5240,5228
46153,-5196,5164
46154,-5244,5220
46155,-5240,5188
46156,-5244,5180
46157,-5288,5164
46158,-5268,5164
46159,-5284,5172
46160,-5276,5156
46161,-5248,5192
46162,-5280,5148
46163,-5280,5144
46164,-5272,5168
46165,-5280,5164
46166,-5292,5144
46167,-5296,5156
46168,-5276,5144
46169,-5264,5152
46170,-5304,5148
46171,-5308,5136
46172,-5276,5152
46173,-5324,5116
46174,-5300,5136
46175,-5336,5136
46176,-5320,5136
46177,-5296,5128
46178,-5344,5128
46179,-5324,5120
46180,-5360,5108
46181,-5360,5096
46182,-5376,5100
46183,-5372,5104
46184,-5352,5100
46185,-5364,5112
46186,-5416,5064
46187,-5388,5068
46188,-5396,5076
46189,-5436,5060
46190,-5372,5084
46191,-5432,5080
46192,-5408,5064
46193,-5392,5076
46194,-5444,5068
46195,-5388,5072
46196,-5432,5040
46197,-5440,5048
46198,-5432,5048
46199,-5476,5016
46200,-5436,5068
46201,-5456,5036
46202,-5464,5036
46203,-5448,5048
46204,-5484,5012
46205,-5496,5032
46206,-5492,5004
46207,-5492,5024
46208,-5492,5012
46209,-5532,4984
46210,-5548,4992
46211,-5536,4972
46212,-5508,5000
46213,-5564,4964
46214,-5540,4972
46215,-5564,4964
46216,-5608,4948
46217,-5580,4932
46218,-5628,4944
46219,-5608,4924
46220,-5640,4928
46221,-5624,4944
46222,-5628,4896
46223,-5624,4932
46224,-5648,4912
46225,-5652,4916
46226,-5648,4904
46227,-5676,4892
46228,-5660,4912
46229,-5688,4856
46230,-5680,4896
46231,-5660,4876
46232,-5680,4876
46233,-5676,4884
46234,-5712,4836
46235,-5704,4880
46236,-5688,4856
46237,-5708,4868
46238,-5712,4860
46239,-5700,4864
46240,-5708,4856
46241,-5704,4872
46242,-5692,4864
46243,-5752,4852
46244,-5708,4864
46245,-5736,4836
46246,-5716,4864
46247,-5716,4844
46248,-5732,4844
46249,-5716,4852
46250,-5760,4848
46251,-5720,4844
46252,-5720,4856
46253,-5708,4852
46254,-5704,4860
46255,-5704,4892
46256,-5660,4844
46257,-5712,4876
46258,-5720,4868
