Sample,I,Q
82487,7080,-2288
82488,7064,-2292
82489,7060,-2288
82490,7064,-2280
82491,7060,-2264
82492,7060,-2292
82493,7056,-2280
82494,7068,-2276
82495,7096,-2268
82496,7060,-2248
82497,7100,-2256
82498,7068,-2228
82499,7092,-2240
82500,7068,-2228
82501,7080,-2236
82502,7112,-2224
82503,7072,-2244
82504,7092,-2228
82505,7080,-2220
82506,7080,-2256
82507,7088,-2208
82508,7096,-2240
82509,7068,-2224
82510,7100,-2236
82511,7092,-2216
82512,7092,-2204
82513,7104,-2212
82514,7096,-2196
82515,7084,-2200
82516,7092,-2188
82517,7096,-2208
82518,7096,-2196
82519,7108,-2180
82520,7104,-2196
82521,7096,-2200
82522,7104,-2196
82523,7116,-2180
82524,7096,-2188
82525,7124,-2188
82526,7108,-2172
82527,7104,-2156
82528,7124,-2156
82529,7108,-2128
82530,7140,-2160
82531,7120,-2156
82532,7120,-2128
82533,7132,-2144
82534,7120,-2128
82535,7132,-2152
82536,7132,-2136
82537,7128,-2136
82538,7132,-2132
82539,7132,-2120
82540,7144,-2104
82541,7132,-2124
82542,7140,-2116
82543,7156,-2088
82544,7116,-2108
82545,7144,-2088
82546,7140,-2120
82547,7136,-2100
82548,7160,-2084
82549,7128,-2072
82550,7144,-2108
82551,7140,-2108
82552,7132,-2092
82553,7140,-2124
82554,7140,-2068
82555,7128,-2096
82556,7148,-2096
82557,7140,-2076
82558,7148,-2104
82559,7140,-2092
82560,7136,-2128
82561,7148,-2100
82562,7144,-2084
82563,7128,-2124
82564,7140,-2088
82565,7164,-2104
82566,7108,-2108
82567,7152,-2076
82568,7140,-2104
82569,7144,-2088
82570,7144,-2096
82571,7124,-2108
82572,7152,-2108
82573,7116,-2124
82574,7140,-2092
82575,7148,-2112
82576,7140,-2088
82577,7132,-2100
82578,7156,-2072
82579,7140,-2052
82580,7148,-2084
82581,7160,-2052
82582,7160,-2076
82583,7152,-2040
82584,7184,-2032
82585,7168,-2024
82586,7152,-1992
82587,7200,-2048
82588,7160,-1992
82589,7188,-2024
82590,7160,-2016
82591,7184,-1976
82592,7180,-1984
82593,7184,-1944
82594,7192,-1988
82595,7184,-1972
82596,7200,-1984
82597,7172,-1968
82598,7188,-1976
82599,7184,-1980
82600,7184,-1948
82601,7200,-1984
82602,7176,-1972
82603,7180,-1960
82604,7184,-1980
82605,7164,-1996
82606,7200,-1992
82607,7156,-1980
82608,7176,-1976
82609,7192,-1980
82610,7160,-1980
82611,7188,-1948
82612,7172,-1972
82613,7176,-1996
82614,7200,-1960
82615,7176,-1968
82616,7192,-2000
82617,7188,-1964
82618,7184,-1992
82619,7176,-1968
82620,7172,-1936
82621,7196,-1972
82622,7172,-1976
82623,7192,-1964
82624,7188,-1940
82625,7184,-1968
82626,7196,-1920
82627,7176,-1936
82628,7196,-1952
82629,7184,-1928
82630,7184,-1976
82631,7196,-1948
82632,7192,-1940
82633,7196,-1952
82634,7208,-1924
82635,7192,-1948
82636,7192,-1932
82637,7200,-1948
82638,7204,-1960
82639,7172,-1912
82640,7204,-1932
82641,7212,-1932
82642,7188,-1932
82643,7224,-1940
82644,7176,-1936
82645,7208,-1908
82646,7208,-1920
82647,7192,-1912
82648,7212,-1936
82649,7200,-1908
82650,7200,-1940
82651,7200,-1920
82652,7180,-1936
82653,7200,-1952
82654,7176,-1904
82655,7212,-1948
82656,7196,-1892
82657,7184,-1904
82658,7228,-1892
82659,7200,-1892
82660,7220,-1888
82661,7208,-1856
82662,7232,-1912
82663,7204,-1840
82664,7196,-1872
82665,7244,-1868
82666,7192,-1840
82667,7236,-1872
82668,7220,-1860
82669,7204,-1832
82670,7248,-1812
82671,7192,-1852
82672,7244,-1812
82673,7208,-1844
82674,7212,-1832
82675,7228,-1828
82676,7220,-1828
82677,7228,-1824
82678,7220,-1820
82679,7240,-1812
82680,7216,-1828
82681,7232,-1784
82682,7216,-1840
82683,7256,-1792
82684,7196,-1800
82685,7236,-1836
82686,7224,-1780
82687,7200,-1832
82688,7236,-1800
82689,7212,-1820
82690,7240,-1816
82691,7216,-1816
82692,7232,-1852
82693,7244,-1796
82694,7204,-1808
82695,7212,-1800
82696,7224,-1836
82697,7208,-1836
82698,7216,-1820
82699,7232,-1844
82700,7196,-1828
82701,7224,-1856
82702,7240,-1808
82703,7220,-1820
82704,7240,-1792
82705,7228,-1804
82706,7236,-1788
82707,7252,-1784
82708,7220,-1788
82709,7240,-1752
82710,7244,-1780
82711,7220,-1760
82712,7264,-1772
82713,7228,-1752
82714,7236,-1780
82715,7264,-1756
82716,7240,-1784
82717,7248,-1784
82718,7228,-1772
82719,7236,-1800
82720,7240,-1756
82721,7224,-1804
82722,7248,-1760
82723,7236,-1792
82724,7236,-1800
82725,7228,-1764
82726,7240,-1816
82727,7236,-1796
82728,7228,-1788
82729,7232,-1792
82730,7236,-1788
82731,7244,-1780
82732,7228,-1804
82733,7248,-1772
82734,7228,-1812
82735,7240,-1800
82736,7244,-1764
82737,7236,-1796
82738,7236,-1808
82739,7232,-1796
82740,7240,-1776
82741,7236,-1800
82742,7240,-1760
82743,7236,-1776
82744,7248,-1784
82745,7228,-1764
82746,7240,-1788
82747,7236,-1752
82748,7260,-1792
82749,7232,-1760
82750,7244,-1756
82751,7272,-1760
82752,7212,-1744
82753,7268,-1764
82754,7228,-1724
82755,7260,-1744
82756,7248,-1740
82757,7248,-1704
82758,7268,-1732
82759,7220,-1728
82760,7260,-1716
82761,7224,-1740
82762,7268,-1724
82763,7272,-1724
82764,7236,-1716
82765,7260,-1712
82766,7228,-1716
82767,7252,-1700
82768,7256,-1720
82769,7240,-1680
82770,7272,-1728
82771,7240,-1716
82772,7264,-1672
82773,7252,-1720
82774,7248,-1660
82775,7256,-1684
82776,7260,-1640
82777,7248,-1660
82778,7256,-1676
82779,7272,-1644
82780,7272,-1652
82781,7252,-1636
82782,7272,-1676
82783,7256,-1648
82784,7244,-1684
82785,7276,-1668
82786,7248,-1688
82787,7252,-1696
82788,7260,-1696
82789,7248,-1716
82790,7244,-1684
82791,7252,-1676
82792,7264,-1692
82793,7240,-1676
82794,7256,-1672
82795,7240,-1684
82796,7248,-1676
82797,7256,-1688
82798,7240,-1668
82799,7256,-1696
82800,7244,-1668
82801,7248,-1692
82802,7264,-1680
82803,7248,-1676
82804,7268,-1688
82805,7264,-1668
82806,7264,-1696
82807,7272,-1656
82808,7248,-1692
82809,7264,-1660
82810,7252,-1672
82811,7272,-1660
82812,7244,-1616
82813,7260,-1676
82814,7280,-1652
82815,7264,-1660
82816,7268,-1652
82817,7256,-1640
82818,7288,-1648
82819,7260,-1608
82820,7268,-1636
82821,7284,-1592
82822,7260,-1620
82823,7288,-1600
82824,7256,-1588
82825,7272,-1616
82826,7280,-1568
82827,7248,-1600
82828,7276,-1556
82829,7264,-1552
82830,7268,-1584
82831,7272,-1548
82832,7284,-1568
82833,7276,-1548
82834,7276,-1528
82835,7284,-1548
82836,7248,-1512
82837,7328,-1524
82838,7260,-1500
82839,7268,-1512
82840,7304,-1504
82841,7264,-1472
82842,7300,-1512
82843,7276,-1468
82844,7300,-1468
82845,7280,-1476
82846,7288,-1432
82847,7300,-1444
82848,7276,-1428
82849,7292,-1432
82850,7320,-1416
82851,7284,-1400
82852,7300,-1400
82853,7308,-1376
82854,7280,-1416
82855,7316,-1360
82856,7268,-1368
82857,7308,-1372
82858,7300,-1340
82859,7276,-1396
82860,7320,-1328
82861,7308,-1328
82862,7300,-1316
82863,7312,-1320
82864,7312,-1304
82865,7296,-1308
82866,7292,-1288
82867,7304,-1288
82868,7320,-1304
82869,7276,-1264
82870,7324,-1300
82871,7316,-1264
82872,7300,-1292
82873,7324,-1248
82874,7288,-1252
82875,7316,-1248
82876,7308,-1212
82877,7308,-1228
82878,7308,-1200
82879,7316,-1204
82880,7296,-1216
82881,7292,-1216
82882,7324,-1208
82883,7308,-1216
82884,7300,-1208
82885,7300,-1204
82886,7312,-1212
82887,7296,-1188
82888,7316,-1204
82889,7288,-1168
82890,7304,-1188
82891,7328,-1176
82892,7284,-1180
82893,7320,-1180
82894,7292,-1168
82895,7316,-1168
82896,7304,-1148
82897,7308,-1184
82898,7320,-1172
82899,7288,-1180
82900,7308,-1168
82901,7296,-1176
82902,7300,-1172
82903,7312,-1152
82904,7280,-1172
82905,7324,-1160
82906,7292,-1140
82907,7304,-1172
82908,7316,-1144
82909,7272,-1136
82910,7324,-1148
82911,7304,-1124
82912,7296,-1156
82913,7316,-1140
82914,7304,-1144
82915,7312,-1116
82916,7308,-1140
82917,7320,-1144
82918,7296,-1132
82919,7308,-1172
82920,7320,-1132
82921,7308,-1156
82922,7308,-1128
82923,7300,-1124
82924,7316,-1128
82925,7300,-1120
82926,7300,-1124
82927,7320,-1120
82928,7292,-1124
82929,7304,-1124
82930,7316,-1116
82931,7300,-1104
82932,7324,-1100
82933,7304,-1100
82934,7304,-1104
82935,7304,-1104
82936,7300,-1100
82937,7300,-1092
82938,7288,-1088
82939,7308,-1076
82940,7304,-1092
82941,7304,-1080
82942,7304,-1076
82943,7296,-1068
82944,7320,-1048
82945,7296,-1064
82946,7308,-1060
82947,7312,-1060
82948,7296,-1052
82949,7296,-1048
82950,7320,-1036
82951,7296,-1056
82952,7308,-1032
82953,7300,-1036
82954,7288,-1088
82955,7316,-1032
82956,7288,-1048
82957,7332,-1044
82958,7276,-1064
82959,7328,-1056
82960,7292,-1040
82961,7296,-1056
82962,7332,-1040
82963,7280,-1060
82964,7320,-1020
82965,7296,-1044
82966,7316,-1040
82967,7320,-1044
82968,7296,-1048
82969,7316,-1048
82970,7288,-1056
82971,7316,-1028
82972,7312,-1040
82973,7296,-1064
82974,7340,-1036
82975,7284,-1072
82976,7320,-1076
82977,7288,-1036
82978,7304,-1072
82979,7308,-1048
82980,7284,-1064
82981,7316,-1056
82982,7292,-1056
82983,7304,-1080
82984,7296,-1044
82985,7308,-1080
82986,7312,-1084
82987,7300,-1072
82988,7304,-1080
82989,7304,-1060
82990,7300,-1064
82991,7312,-1072
82992,7300,-1060
82993,7292,-1068
82994,7304,-1084
82995,7304,-1036
82996,7304,-1072
82997,7300,-1052
82998,7296,-1024
82999,7316,-1044
83000,7280,-1060
83001,7320,-1048
83002,7288,-1020
83003,7296,-1048
83004,7312,-1004
83005,7288,-1032
83006,7316,-1044
83007,7304,-1020
83008,7300,-1032
83009,7308,-1016
83010,7312,-1020
83011,7296,-1004
83012,7312,-1016
83013,7288,-1012
83014,7304,-1024
83015,7324,-1012
83016,7288,-1008
83017,7308,-1020
83018,7308,-1012
83019,7296,-1036
83020,7308,-1024
83021,7300,-1036
83022,7292,-1016
83023,7316,-1028
83024,7296,-1036
83025,7312,-1032
83026,7304,-1012
83027,7304,-1004
83028,7300,-1028
83029,7300,-992
83030,7316,-996
83031,7284,-968
83032,7316,-980
83033,7304,-988
83034,7288,-964
83035,7292,-984
83036,7324,-952
83037,7296,-948
83038,7292,-960
83039,7312,-932
83040,7276,-928
83041,7312,-884
83042,7288,-896
83043,7288,-888
83044,7304,-864
83045,7264,-884
83046,7292,-836
83047,7284,-844
83048,7280,-832
83049,7292,-812
83050,7268,-820
83051,7288,-804
83052,7280,-800
83053,7276,-800
83054,7296,-768
83055,7264,-776
83056,7280,-768
83057,7292,-776
83058,7260,-756
83059,7284,-760
83060,7280,-744
83061,7280,-756
83062,7272,-756
83063,7272,-744
83064,7284,-780
83065,7264,-708
83066,7276,-744
83067,7276,-764
83068,7264,-744
83069,7292,-760
83070,7288,-772
83071,7276,-740
83072,7268,-764
83073,7280,-780
83074,7300,-748
83075,7276,-788
83076,7276,-772
83077,7292,-772
83078,7280,-756
83079,7280,-756
83080,7288,-788
83081,7292,-752
83082,7288,-776
83083,7276,-764
83084,7304,-756
83085,7260,-772
83086,7284,-760
83087,7304,-772
83088,7264,-776
83089,7304,-776
83090,7260,-752
83091,7292,-768
83092,7308,-764
83093,7268,-764
83094,7300,-752
83095,7284,-756
83096,7284,-764
83097,7296,-764
83098,7272,-756
83099,7284,-752
83100,7300,-760
83101,7268,-752
83102,7280,-732
83103,7292,-744
83104,7272,-712
83105,7272,-736
83106,7276,-752
83107,7300,-716
83108,7272,-732
83109,7268,-728
83110,7288,-732
83111,7272,-760
83112,7284,-728
83113,7280,-728
83114,7276,-752
83115,7280,-728
83116,7288,-744
83117,7304,-756
83118,7264,-752
83119,7304,-784
83120,7296,-764
83121,7272,-792
83122,7296,-764
83123,7292,-768
83124,7284,-784
83125,7288,-792
83126,7272,-808
83127,7296,-776
83128,7292,-820
83129,7268,-772
83130,7308,-796
83131,7272,-828
83132,7288,-792
83133,7292,-800
83134,7284,-796
83135,7288,-808
83136,7304,-804
83137,7288,-816
83138,7284,-796
83139,7308,-796
83140,7280,-816
83141,7292,-792
83142,7288,-820
83143,7288,-804
83144,7288,-784
83145,7280,-788
83146,7284,-796
83147,7296,-816
83148,7292,-772
83149,7280,-832
83150,7300,-792
83151,7296,-780
83152,7260,-796
83153,7308,-772
83154,7288,-788
83155,7288,-760
83156,7284,-796
83157,7280,-724
83158,7292,-724
83159,7256,-736
83160,7292,-692
83161,7260,-740
83162,7276,-712
83163,7260,-672
83164,7272,-684
83165,7280,-664
83166,7268,-616
83167,7256,-664
83168,7256,-648
83169,7268,-628
83170,7256,-636
83171,7284,-612
83172,7252,-616
83173,7264,-608
83174,7252,-576
83175,7264,-612
83176,7260,-600
83177,7244,-564
83178,7260,-604
83179,7232,-556
83180,7248,-564
83181,7252,-556
83182,7240,-516
83183,7264,-568
83184,7248,-524
83185,7244,-508
83186,7256,-560
83187,7252,-504
83188,7232,-560
83189,7260,-536
83190,7240,-504
83191,7252,-560
83192,7232,-496
83193,7248,-556
83194,7256,-524
83195,7232,-520
83196,7240,-520
83197,7236,-528
83198,7240,-492
83199,7224,-480
83200,7260,-536
83201,7224,-456
83202,7244,-520
83203,7244,-488
83204,7228,-480
83205,7248,-488
83206,7216,-448
83207,7240,-496
83208,7236,-432
83209,7228,-492
83210,7240,-448
83211,7232,-448
83212,7232,-476
83213,7220,-456
83214,7244,-472
83215,7224,-460
83216,7232,-468
83217,7220,-440
83218,7228,-468
83219,7244,-420
83220,7208,-468
83221,7248,-412
83222,7208,-424
83223,7252,-440
83224,7208,-420
83225,7216,-408
83226,7232,-416
83227,7188,-400
83228,7244,-404
83229,7200,-392
83230,7224,-364
83231,7200,-408
83232,7228,-376
83233,7244,-412
83234,7196,-364
83235,7224,-364
83236,7212,-384
83237,7204,-340
83238,7220,-368
83239,7200,-372
83240,7212,-328
83241,7196,-332
83242,7208,-348
83243,7184,-312
83244,7220,-316
83245,7188,-292
83246,7196,-260
83247,7208,-312
83248,7176,-280
83249,7204,-284
83250,7180,-292
83251,7200,-272
83252,7180,-276
83253,7204,-276
83254,7200,-256
83255,7184,-272
83256,7184,-260
83257,7192,-268
83258,7176,-268
83259,7180,-224
83260,7188,-276
83261,7164,-248
83262,7196,-244
83263,7156,-256
83264,7192,-252
83265,7160,-228
83266,7184,-280
83267,7184,-228
83268,7172,-240
83269,7208,-260
83270,7156,-220
83271,7172,-260
83272,7184,-276
83273,7176,-228
83274,7172,-240
83275,7188,-256
83276,7168,-220
83277,7196,-268
83278,7192,-236
83279,7168,-244
83280,7172,-220
83281,7172,-200
83282,7176,-244
83283,7160,-192
83284,7184,-216
83285,7148,-160
83286,7180,-188
83287,7168,-212
83288,7164,-196
83289,7172,-208
83290,7156,-180
83291,7180,-188
83292,7152,-168
83293,7164,-188
83294,7164,-136
83295,7144,-168
83296,7176,-156
83297,7140,-140
83298,7152,-116
83299,7156,-156
83300,7132,-156
83301,7160,-128
83302,7152,-184
83303,7168,-132
83304,7144,-124
83305,7152,-144
83306,7124,-112
83307,7172,-152
83308,7148,-116
83309,7144,-120
83310,7164,-156
83311,7132,-116
83312,7164,-152
83313,7148,-124
83314,7164,-120
83315,7128,-116
83316,7152,-112
83317,7156,-152
83318,7132,-120
83319,7164,-136
83320,7156,-156
83321,7140,-108
83322,7144,-156
83323,7168,-120
83324,7156,-112
83325,7144,-136
83326,7156,-124
83327,7152,-140
83328,7164,-112
83329,7140,-140
83330,7152,-140
83331,7156,-144
83332,7144,-160
83333,7160,-92
83334,7144,-112
83335,7132,-144
83336,7156,-128
83337,7140,-148
83338,7140,-92
83339,7152,-136
83340,7144,-116
83341,7136,-124
83342,7148,-140
83343,7136,-116
83344,7160,-140
83345,7140,-120
83346,7128,-116
83347,7164,-156
83348,7156,-120
83349,7160,-160
83350,7136,-100
83351,7152,-124
83352,7156,-132
83353,7152,-116
83354,7144,-120
83355,7160,-88
83356,7140,-100
83357,7152,-48
83358,7132,-116
83359,7152,-84
83360,7144,-92
83361,7124,-108
83362,7172,-64
83363,7124,-120
83364,7136,-52
83365,7148,-72
83366,7112,-52
83367,7124,-44
83368,7132,-76
83369,7116,-60
83370,7144,-80
83371,7132,-40
83372,7108,-56
83373,7124,-56
83374,7136,-32
83375,7104,-44
83376,7132,-44
83377,7136,-48
83378,7116,-48
83379,7120,-28
83380,7100,-8
83381,7132,-56
83382,7124,-8
83383,7112,-36
83384,7124,-16
83385,7140,-28
83386,7100,-12
83387,7120,-24
83388,7112,-36
83389,7116,24
83390,7124,-56
83391,7104,40
83392,7124,-36
83393,7088,-24
83394,7128,52
83395,7092,0
83396,7112,8
83397,7120,8
83398,7088,0
83399,7108,28
83400,7120,-8
83401,7088,28
83402,7108,24
83403,7108,-16
83404,7116,4
83405,7112,24
83406,7096,44
83407,7132,-8
83408,7100,16
83409,7120,32
83410,7084,44
83411,7104,20
83412,7108,72
83413,7080,52
83414,7096,48
83415,7104,76
83416,7068,36
83417,7096,104
83418,7092,64
83419,7068,80
83420,7104,112
83421,7072,92
83422,7076,92
83423,7088,100
83424,7068,128
83425,7068,92
83426,7084,132
83427,7068,120
83428,7084,104
83429,7076,96
83430,7056,108
83431,7076,124
83432,7072,108
83433,7052,148
83434,7088,112
83435,7068,180
83436,7036,172
83437,7068,152
83438,7052,216
83439,7068,144
83440,7044,196
83441,7040,212
83442,7040,192
83443,7032,236
83444,7028,204
83445,7020,244
83446,7036,248
83447,7028,236
83448,7016,288
83449,7024,216
83450,7020,264
83451,7012,288
83452,7016,244
83453,7008,304
83454,7028,276
83455,6996,296
83456,7000,308
83457,7032,308
83458,6992,276
83459,7008,300
83460,7012,304
83461,6992,292
83462,7032,320
83463,6992,292
83464,7016,296
83465,7012,320
83466,6992,328
83467,7000,320
83468,6972,356
83469,7000,324
83470,6988,336
83471,6988,332
83472,7016,352
83473,6976,308
83474,7004,340
83475,6992,344
83476,6984,340
83477,7004,372
83478,6968,340
83479,7004,396
83480,6984,368
83481,6980,376
83482,6992,392
83483,6964,360
83484,7000,364
83485,6996,364
83486,6984,372
83487,6984,348
83488,7000,380
83489,6984,392
83490,6940,356
83491,6996,416
83492,6976,380
83493,6956,428
83494,6984,384
83495,6964,396
83496,6976,428
83497,6960,396
83498,6968,452
83499,6960,392
83500,6952,452
83501,6968,408
83502,6956,428
83503,6964,436
83504,6964,460
83505,6952,412
83506,6964,448
83507,6956,432
83508,6960,440
83509,6956,448
83510,6956,404
83511,6972,476
83512,6944,384
83513,6952,480
83514,6964,440
83515,6944,444
83516,6948,456
83517,6964,424
83518,6948,448
83519,6944,428
83520,6980,428
83521,6948,444
83522,6968,464
83523,6948,444
83524,6936,460
83525,6976,456
83526,6920,452
83527,6956,448
83528,6956,448
83529,6932,460
83530,6960,456
83531,6944,460
83532,6944,460
83533,6968,464
83534,6944,484
83535,6932,452
83536,6940,508
83537,6928,508
83538,6928,500
83539,6912,512
83540,6944,520
83541,6912,540
83542,6916,520
83543,6920,516
83544,6924,532
83545,6912,540
83546,6904,520
83547,6932,584
83548,6892,544
83549,6904,576
83550,6896,592
83551,6888,556
83552,6908,608
83553,6908,588
83554,6876,600
83555,6912,604
83556,6896,592
83557,6884,612
83558,6880,620
83559,6892,600
83560,6896,608
83561,6860,600
83562,6888,608
83563,6860,620
83564,6892,624
83565,6864,624
83566,6876,648
83567,6876,620
83568,6896,628
83569,6864,636
83570,6884,616
83571,6892,652
83572,6856,620
83573,6896,640
83574,6832,656
83575,6892,664
83576,6860,636
83577,6860,652
83578,6884,656
83579,6852,652
83580,6876,668
83581,6860,668
83582,6864,684
83583,6852,700
83584,6872,660
83585,6828,680
83586,6872,688
83587,6860,676
83588,6852,708
83589,6860,660
83590,6844,692
83591,6884,680
83592,6840,684
83593,6856,704
83594,6856,664
83595,6828,716
83596,6852,708
83597,6836,692
83598,6840,732
83599,6852,712
83600,6820,716
83601,6860,740
83602,6824,720
83603,6828,740
83604,6820,760
83605,6820,724
83606,6836,796
83607,6784,764
83608,6816,780
83609,6832,800
83610,6788,768
83611,6800,808
83612,6808,808
83613,6776,840
83614,6808,784
83615,6808,820
83616,6792,824
83617,6808,800
83618,6792,820
83619,6804,796
83620,6796,812
83621,6804,812
83622,6804,808
83623,6776,768
83624,6808,808
83625,6792,796
83626,6804,768
83627,6824,792
83628,6812,784
83629,6796,780
83630,6828,812
83631,6764,796
83632,6792,808
83633,6800,828
83634,6768,812
83635,6828,800
83636,6768,844
83637,6804,824
83638,6788,812
83639,6812,816
83640,6776,804
83641,6792,836
83642,6796,816
83643,6780,816
83644,6788,836
83645,6768,812
83646,6800,820
83647,6776,852
83648,6804,796
83649,6800,856
83650,6796,820
83651,6796,800
83652,6808,816
83653,6796,800
83654,6792,816
83655,6796,828
83656,6800,808
83657,6824,780
83658,6772,804
83659,6812,796
83660,6808,832
83661,6784,816
83662,6792,840
83663,6788,836
83664,6796,816
83665,6780,852
83666,6804,804
83667,6792,852
83668,6780,816
83669,6800,828
83670,6776,852
83671,6804,824
83672,6776,852
83673,6792,836
83674,6760,840
83675,6796,856
83676,6784,860
83677,6732,864
83678,6808,884
83679,6732,868
83680,6780,880
83681,6760,880
83682,6760,872
83683,6756,912
83684,6756,896
83685,6760,908
83686,6724,924
83687,6788,916
83688,6696,940
83689,6756,936
83690,6744,936
83691,6728,940
83692,6756,936
83693,6736,932
83694,6724,960
83695,6748,952
83696,6736,940
83697,6740,948
83698,6744,948
83699,6724,952
83700,6744,952
83701,6708,956
83702,6736,968
83703,6716,948
83704,6732,972
83705,6708,984
83706,6720,956
83707,6720,1000
83708,6700,972
83709,6744,1000
83710,6704,992
83711,6700,992
83712,6740,1004
83713,6676,1000
83714,6720,1028
83715,6720,996
83716,6696,1000
83717,6728,992
83718,6712,984
83719,6728,1020
83720,6708,992
83721,6700,1016
83722,6712,1012
83723,6724,976
83724,6736,984
83725,6716,972
83726,6728,992
83727,6712,980
83728,6724,1000
83729,6708,980
83730,6708,1000
83731,6732,1004
83732,6692,988
83733,6728,1000
83734,6716,968
83735,6716,1000
83736,6712,996
83737,6720,1000
83738,6716,996
83739,6728,972
83740,6696,1008
83741,6740,980
83742,6724,984
83743,6700,992
83744,6724,972
83745,6708,1012
83746,6720,988
83747,6720,980
83748,6700,1000
83749,6724,1000
83750,6696,1020
83751,6712,1020
83752,6680,1040
83753,6700,1028
83754,6700,1036
83755,6672,1052
83756,6716,1048
83757,6676,1060
83758,6700,1052
83759,6652,1080
83760,6712,1064
83761,6660,1064
83762,6680,1064
83763,6708,1060
83764,6648,1084
83765,6716,1076
83766,6644,1088
83767,6704,1092
83768,6640,1084
83769,6656,1096
83770,6700,1104
83771,6636,1064
83772,6712,1108
83773,6644,1092
83774,6676,1080
83775,6672,1104
83776,6668,1068
83777,6660,1100
83778,6680,1112
83779,6648,1104
83780,6644,1140
83781,6648,1120
83782,6636,1104
83783,6652,1148
83784,6636,1152
83785,6640,1140
83786,6636,1168
83787,6648,1156
83788,6604,1196
83789,6648,1160
83790,6608,1148
83791,6624,1216
83792,6624,1168
83793,6592,1220
83794,6628,1212
83795,6576,1212
83796,6624,1236
83797,6576,1224
83798,6608,1264
83799,6564,1256
83800,6604,1252
83801,6568,1276
83802,6568,1292
83803,6572,1284
83804,6552,1312
83805,6600,1292
83806,6532,1332
83807,6580,1280
83808,6548,1296
83809,6540,1348
83810,6548,1288
83811,6540,1348
83812,6548,1328
83813,6528,1336
83814,6560,1368
83815,6516,1324
83816,6532,1392
83817,6524,1364
83818,6492,1396
83819,6536,1388
83820,6520,1388
83821,6468,1440
83822,6500,1428
83823,6464,1452
83824,6480,1464
83825,6472,1452
83826,6484,1464
83827,6480,1488
83828,6428,1476
83829,6500,1512
83830,6432,1480
83831,6440,1520
83832,6476,1512
83833,6428,1508
83834,6460,1520
83835,6460,1472
83836,6460,1520
83837,6440,1516
83838,6440,1544
83839,6436,1516
83840,6420,1544
83841,6452,1524
83842,6444,1540
83843,6400,1568
83844,6444,1544
83845,6412,1588
83846,6416,1552
83847,6420,1580
83848,6424,1532
83849,6444,1548
83850,6420,1552
83851,6456,1500
83852,6444,1588
83853,6416,1532
83854,6428,1532
83855,6464,1584
83856,6408,1524
83857,6448,1568
83858,6400,1560
83859,6404,1564
83860,6424,1592
83861,6376,1568
83862,6424,1596
83863,6404,1580
83864,6420,1556
83865,6420,1592
83866,6420,1592
83867,6396,1544
83868,6420,1628
83869,6404,1584
83870,6416,1560
83871,6440,1592
83872,6384,1584
83873,6396,1604
83874,6408,1604
83875,6416,1596
83876,6380,1608
83877,6400,1628
83878,6376,1624
83879,6388,1628
83880,6408,1616
83881,6372,1640
83882,6392,1612
83883,6360,1636
83884,6420,1632
83885,6368,1632
83886,6388,1652
83887,6396,1636
83888,6348,1636
83889,6404,1672
83890,6348,1624
83891,6388,1656
83892,6380,1636
83893,6368,1632
83894,6388,1676
83895,6372,1640
83896,6368,1684
83897,6372,1652
83898,6348,1672
83899,6380,1676
83900,6376,1660
83901,6360,1672
83902,6380,1668
83903,6360,1664
83904,6364,1660
83905,6388,1668
83906,6356,1660
83907,6356,1688
83908,6352,1648
83909,6368,1692
83910,6356,1672
83911,6368,1664
83912,6380,1712
83913,6328,1680
83914,6384,1704
83915,6312,1712
83916,6320,1712
83917,6344,1724
83918,6320,1724
83919,6344,1736
83920,6340,1728
83921,6288,1728
83922,6360,1748
83923,6300,1732
83924,6320,1744
83925,6352,1760
83926,6272,1772
83927,6348,1720
83928,6292,1788
83929,6312,1776
83930,6324,1756
83931,6292,1816
83932,6288,1788
83933,6304,1800
83934,6288,1776
83935,6312,1764
83936,6300,1800
83937,6284,1800
83938,6316,1800
83939,6272,1840
83940,6296,1792
83941,6284,1800
83942,6272,1824
83943,6308,1796
83944,6268,1832
83945,6284,1816
83946,6304,1804
83947,6268,1816
83948,6316,1788
83949,6288,1812
83950,6300,1784
83951,6316,1780
83952,6312,1792
83953,6312,1748
83954,6280,1812
83955,6344,1744
83956,6276,1772
83957,6356,1764
83958,6300,1716
83959,6296,1788
83960,6368,1720
83961,6256,1776
83962,6376,1720
83963,6284,1748
83964,6324,1764
83965,6336,1732
83966,6280,1800
83967,6344,1724
83968,6288,1816
83969,6340,1736
83970,6308,1772
83971,6332,1784
83972,6284,1744
83973,6320,1816
83974,6300,1780
83975,6272,1800
83976,6328,1800
83977,6272,1800
83978,6304,1824
83979,6280,1804
83980,6264,1804
83981,6328,1808
83982,6236,1812
83983,6324,1816
83984,6276,1812
83985,6288,1820
83986,6284,1836
83987,6264,1840
83988,6296,1872
83989,6224,1856
83990,6284,1868
83991,6224,1908
83992,6260,1888
83993,6228,1888
83994,6240,1900
83995,6236,1924
83996,6212,1904
83997,6240,1908
83998,6228,1916
83999,6192,1916
84000,6236,1936
84001,6240,1912
84002,6188,1940
84003,6252,1952
84004,6196,1904
84005,6216,1972
84006,6200,1936
84007,6200,1948
84008,6204,1992
84009,6192,1944
84010,6196,1980
84011,6172,1968
84012,6204,1992
84013,6168,1972
84014,6212,1948
84015,6188,2016
84016,6188,1960
84017,6196,1972
